invoice_no,material,qty,rate,amount
INV/004815,Secondary Freight,65,299.63,19475.95
INV/004816,PET Bottle 500ml,534,68.72,36696.48
INV/004817,PET Bottle 500ml,2620,537.28,1407673.6
INV/004818,Consulting,3471,271.84,943556.64
INV/004818,IT AMC,275,795.28,218702.0
INV/004819,Cocoa Mass,4024,97.86,393788.64
INV/004819,Mint Flavour,2937,690.88,2029114.56
INV/004819,Citric Acid,2979,224.06,667474.74
INV/004820,Mint Flavour,2911,344.21,1001995.31
INV/004821,Cocoa Mass,2895,367.77,1064694.15
INV/004822,Cocoa Mass,2561,64.51,165210.11
INV/004822,Permitted Colour,957,850.62,814043.34
INV/004822,Cardamom Oil,560,176.91,99069.6
INV/004822,Citric Acid,4896,621.26,3041688.96
INV/004823,Cold-Chain Haulage,518,100.67,52147.06
INV/004823,Primary Freight,4961,745.27,3697284.47
INV/004824,Citric Acid,3823,649.82,2484261.86
INV/004824,Permitted Colour,2823,499.42,1409862.66
INV/004825,Glucose Syrup,261,710.85,185531.85
INV/004825,Refined Sugar,1262,365.38,461109.56
INV/004826,Cold-Chain Haulage,2583,181.23,468117.09
INV/004826,Warehousing,253,408.75,103413.75
INV/004827,Consulting,4797,798.31,3829493.07
INV/004827,Security Services,4627,439.88,2035324.76
INV/004828,AMC-Machinery,1308,178.49,233464.92
INV/004828,IT AMC,2276,165.01,375562.76
INV/004828,Consulting,2680,788.08,2112054.4
INV/004828,Housekeeping,4755,888.76,4226053.8
INV/004829,Primary Freight,374,210.87,78865.38
INV/004829,Primary Freight,806,103.4,83340.4
INV/004829,Secondary Freight,159,158.44,25191.96
INV/004829,Secondary Freight,3658,645.41,2360909.78
INV/004830,Mint Flavour,4481,679.79,3046138.99
INV/004831,IT AMC,1358,459.28,623702.24
INV/004831,IT AMC,2572,412.23,1060255.56
INV/004832,Primary Freight,216,180.71,39033.36
INV/004832,Primary Freight,1187,499.61,593037.07
INV/004832,Warehousing,421,352.01,148196.21
INV/004832,Secondary Freight,2335,524.16,1223913.6
INV/004833,Secondary Freight,3618,348.46,1260728.28
INV/004833,Secondary Freight,3168,217.96,690497.28
INV/004833,Cold-Chain Haulage,4988,450.76,2248390.88
INV/004833,Primary Freight,3319,496.69,1648514.11
INV/004834,Permitted Colour,3314,111.63,369941.82
INV/004834,Citric Acid,2062,26.96,55591.52
INV/004834,Mint Flavour,793,173.28,137411.04
INV/004834,Cocoa Mass,2090,752.55,1572829.5
INV/004835,Consulting,2301,289.05,665104.05
INV/004835,IT AMC,2644,506.66,1339609.04
INV/004835,AMC-Machinery,688,174.1,119780.8
INV/004835,Housekeeping,2913,765.69,2230454.97
INV/004836,Menthol Crystals,1362,363.42,494978.04
INV/004836,Edible Starch,4360,72.92,317931.2
INV/004837,PET Bottle 500ml,3937,321.83,1267044.71
INV/004837,Mono Carton,3217,74.15,238540.55
INV/004837,Corrugated Box,4609,650.6,2998615.4
INV/004837,Corrugated Box,4686,501.42,2349654.12
INV/004838,AMC-Machinery,1897,593.65,1126154.05
INV/004839,Security Services,141,888.03,125212.23
INV/004840,Menthol Crystals,3693,42.09,155438.37
INV/004840,Refined Sugar,2012,309.75,623217.0
INV/004841,Secondary Freight,500,827.75,413875.0
INV/004841,Warehousing,3593,349.55,1255933.15
INV/004841,Cold-Chain Haulage,1451,302.99,439638.49
INV/004841,Primary Freight,1727,542.6,937070.2
INV/004842,Corrugated Box,1685,644.88,1086622.8
INV/004843,Secondary Freight,4527,454.64,2058155.28
INV/004843,Cold-Chain Haulage,3622,28.63,103697.86
INV/004843,Primary Freight,1501,756.16,1134996.16
INV/004843,Warehousing,1303,346.23,451137.69
INV/004844,Mono Carton,1942,819.57,1591604.94
INV/004844,Mono Carton,849,753.77,639950.73
INV/004844,Shrink Sleeve,1496,386.86,578742.56
INV/004844,Corrugated Box,542,314.36,170383.12
INV/004845,AMC-Machinery,1713,620.98,1063738.74
INV/004846,Primary Freight,159,78.25,12441.75
INV/004846,Primary Freight,1647,439.28,723494.16
INV/004846,Cold-Chain Haulage,1587,618.18,981051.66
INV/004847,Secondary Freight,1967,271.68,534394.56
INV/004847,Secondary Freight,256,581.97,148984.32
INV/004848,PET Bottle 500ml,1834,615.41,1128661.94
INV/004848,Wrapper Film,2228,157.11,350041.08
INV/004849,AMC-Machinery,3574,542.47,1938787.78
INV/004850,AMC-Machinery,841,177.25,149067.25
INV/004850,Security Services,622,236.02,146804.44
INV/004850,IT AMC,4126,522.91,2157526.66
INV/004850,Housekeeping,3767,457.16,1722121.72
INV/004851,Shrink Sleeve,4069,338.12,1375810.28
INV/004851,Wrapper Film,2760,236.82,653623.2
INV/004851,Corrugated Box,772,364.17,281139.24
INV/004852,Housekeeping,214,65.09,13929.26
INV/004852,Housekeeping,3073,755.78,2322511.94
INV/004853,AMC-Machinery,4950,13.06,64647.0
INV/004854,Security Services,2507,698.31,1750663.17
INV/004854,IT AMC,629,303.94,191178.26
INV/004854,AMC-Machinery,1136,94.2,107011.2
INV/004854,Housekeeping,3414,779.42,2660939.88
INV/004855,Citric Acid,4444,490.04,2177737.76
INV/004856,Mint Flavour,2090,543.22,1135329.8
INV/004856,Cardamom Oil,1322,699.13,924249.86
INV/004856,Cocoa Mass,3270,521.21,1704356.7
INV/004857,Permitted Colour,2248,700.56,1574858.88
INV/004858,IT AMC,1898,757.23,1437222.54
INV/004858,Housekeeping,4591,246.21,1130350.11
INV/004858,Housekeeping,4587,847.46,3887299.02
INV/004859,Wrapper Film,2548,855.89,2180807.72
INV/004859,PET Bottle 500ml,4915,345.97,1700442.55
INV/004860,Shrink Sleeve,554,562.89,311841.06
INV/004861,Shrink Sleeve,3767,616.34,2321752.78
INV/004861,Wrapper Film,4381,824.03,3610075.43
INV/004861,Wrapper Film,494,654.95,323545.3
INV/004861,Mono Carton,1413,76.39,107939.07
INV/004862,Permitted Colour,2580,816.78,2107292.4
INV/004862,Permitted Colour,2357,433.16,1020958.12
INV/004862,Permitted Colour,658,294.97,194090.26
INV/004862,Permitted Colour,3513,855.99,3007092.87
INV/004863,Wrapper Film,3951,746.22,2948315.22
INV/004864,Secondary Freight,1913,15.52,29689.76
INV/004864,Warehousing,3766,858.09,3231566.94
INV/004865,Cardamom Oil,3071,650.97,1999128.87
INV/004865,Permitted Colour,998,274.96,274410.08
INV/004865,Citric Acid,561,811.4,455195.4
INV/004866,Security Services,4230,199.98,845915.4
INV/004867,Permitted Colour,1026,218.25,223924.5
INV/004867,Cardamom Oil,4454,714.74,3183451.96
INV/004867,Mint Flavour,74,133.71,9894.54
INV/004867,Cardamom Oil,806,390.17,314477.02
INV/004868,Security Services,2864,644.85,1846850.4
INV/004868,IT AMC,723,547.02,395495.46
INV/004868,Consulting,4739,715.95,3392887.05
INV/004868,IT AMC,541,769.57,416337.37
INV/004869,Consulting,4416,851.26,3759164.16
INV/004870,Cardamom Oil,496,11.79,5847.84
INV/004870,Mint Flavour,751,875.33,657372.83
INV/004871,Permitted Colour,2191,450.47,986979.77
INV/004871,Mint Flavour,2523,390.07,984146.61
INV/004871,Permitted Colour,2611,713.47,1862870.17
INV/004872,Milk Solids,647,595.58,385340.26
INV/004872,Edible Starch,3009,806.23,2425946.07
INV/004873,Menthol Crystals,2557,488.98,1250321.86
INV/004874,Permitted Colour,970,562.3,545431.0
INV/004874,Cardamom Oil,655,553.05,362247.75
INV/004874,Permitted Colour,2277,521.5,1187455.5
INV/004874,Cardamom Oil,3905,314.74,1229059.7
INV/004875,Menthol Crystals,2706,306.21,828604.26
INV/004876,Permitted Colour,1900,123.17,234023.0
INV/004876,Permitted Colour,1921,192.93,370618.53
INV/004876,Permitted Colour,4243,225.77,957942.11
INV/004877,Cardamom Oil,86,64.82,5574.52
INV/004878,Consulting,105,464.38,48759.9
INV/004878,Housekeeping,1465,388.22,568742.3
INV/004878,Security Services,3639,75.99,276527.61
INV/004879,Permitted Colour,4440,820.8,3644352.0
INV/004879,Mint Flavour,2847,343.12,976862.64
INV/004879,Cocoa Mass,2488,833.7,2074245.6
INV/004880,Cardamom Oil,4489,324.37,1456096.93
INV/004881,Shrink Sleeve,3736,92.57,345841.52
INV/004881,Shrink Sleeve,1431,90.56,129591.36
INV/004882,Menthol Crystals,1229,46.25,56841.25
INV/004882,Menthol Crystals,1803,276.61,498727.83
INV/004883,Housekeeping,1584,294.49,466472.16
INV/004883,Consulting,3425,705.35,2415823.75
INV/004884,Edible Starch,1851,93.5,173068.5
INV/004884,Milk Solids,1125,674.45,758756.25
INV/004884,Refined Sugar,3506,71.34,250118.04
INV/004884,Milk Solids,2931,806.77,2364642.87
INV/004885,Primary Freight,3840,590.49,2267481.6
INV/004885,Cold-Chain Haulage,3061,69.4,212433.4
INV/004885,Warehousing,3086,477.77,1474398.22
INV/004886,Security Services,4815,336.03,1617984.45
INV/004886,Security Services,2953,752.55,2222280.15
INV/004886,Housekeeping,4372,762.92,3335486.24
INV/004887,Housekeeping,2819,484.81,1366679.39
INV/004888,Refined Sugar,4476,252.68,1130995.68
INV/004888,Refined Sugar,848,135.67,115048.16
INV/004889,Cocoa Mass,2282,544.22,1241910.04
INV/004889,Cardamom Oil,3787,90.32,342041.84
INV/004889,Permitted Colour,3057,874.64,2673774.48
INV/004889,Mint Flavour,1853,597.13,1106481.89
INV/004890,Menthol Crystals,3308,746.46,2469289.68
INV/004890,Milk Solids,1423,554.43,788953.89
INV/004890,Refined Sugar,3137,364.79,1144346.23
INV/004891,Consulting,3614,412.52,1490847.28
INV/004891,Security Services,4715,181.46,855583.9
INV/004891,Housekeeping,2611,590.8,1542578.8
INV/004892,Primary Freight,3146,679.94,2139091.24
INV/004892,Secondary Freight,944,816.88,771134.72
INV/004892,Cold-Chain Haulage,4951,739.68,3662155.68
INV/004893,Milk Solids,4826,88.07,425025.82
INV/004893,Refined Sugar,459,863.18,396199.62
INV/004893,Edible Starch,1761,313.11,551386.71
INV/004893,Glucose Syrup,836,417.42,348963.12
INV/004894,Primary Freight,2618,359.36,940804.48
INV/004894,Secondary Freight,3559,297.69,1059478.71
INV/004894,Warehousing,3425,399.18,1367191.5
INV/004894,Cold-Chain Haulage,1216,698.66,849570.56
INV/004895,Corrugated Box,4032,310.64,1252500.48
INV/004895,PET Bottle 500ml,3024,380.67,1151146.08
INV/004895,Wrapper Film,1274,863.89,1100595.86
INV/004895,Wrapper Film,957,589.77,564409.89
INV/004896,Consulting,3794,753.2,2857640.8
INV/004897,Primary Freight,1668,850.07,1417916.76
INV/004898,Primary Freight,4394,200.95,882974.3
INV/004899,Primary Freight,1658,101.94,169016.52
INV/004899,Primary Freight,4375,572.6,2505125.0
INV/004899,Primary Freight,4604,625.43,2879479.72
INV/004899,Primary Freight,1912,760.72,1454496.64
INV/004900,Glucose Syrup,2970,49.99,148470.3
INV/004900,Menthol Crystals,3271,810.27,2650393.17
INV/004900,Milk Solids,2544,390.47,993355.68
INV/004901,Security Services,4334,455.2,1972836.8
INV/004902,Cocoa Mass,2370,598.05,1417378.5
INV/004902,Permitted Colour,4678,153.91,719990.98
INV/004903,Edible Starch,94,408.14,38365.16
INV/004903,Menthol Crystals,467,674.66,315066.22
INV/004904,Warehousing,4913,595.88,2927558.44
INV/004904,Primary Freight,4983,254.45,1267924.35
INV/004905,Warehousing,1184,807.24,955772.16
INV/004905,Secondary Freight,4219,451.77,1906017.63
INV/004905,Cold-Chain Haulage,3688,371.76,1371050.88
INV/004906,Wrapper Film,4266,771.99,3293309.34
INV/004907,Cocoa Mass,759,562.78,427150.02
INV/004907,Mint Flavour,4564,562.81,2568664.84
INV/004908,Glucose Syrup,1208,381.7,461093.6
INV/004908,Menthol Crystals,3543,896.17,3175130.31
INV/004908,Edible Starch,3979,111.71,444494.09
INV/004908,Milk Solids,2274,170.86,388535.64
INV/004909,Housekeeping,119,370.05,44035.95
INV/004910,Mint Flavour,4672,71.86,335729.92
INV/004910,Citric Acid,1767,41.59,73489.53
INV/004911,IT AMC,4933,544.93,2688139.69
INV/004911,AMC-Machinery,3471,820.01,2846254.71
INV/004911,AMC-Machinery,3045,706.83,2152297.35
INV/004911,IT AMC,691,658.99,455362.09
INV/004912,Permitted Colour,4079,574.56,2343630.24
INV/004912,Permitted Colour,3212,789.47,2535777.64
INV/004912,Citric Acid,3868,491.84,1902437.12
INV/004912,Permitted Colour,2955,105.41,311486.55
INV/004913,Mint Flavour,921,258.02,237636.42
INV/004914,Permitted Colour,4234,887.07,3755854.38
INV/004914,Cardamom Oil,2130,695.89,1482245.7
INV/004914,Cardamom Oil,3134,190.64,597465.76
INV/004914,Mint Flavour,4063,620.71,2521944.73
INV/004915,Mint Flavour,3540,26.68,94447.2
INV/004915,Citric Acid,1409,586.79,826787.11
INV/004915,Cocoa Mass,2273,280.06,636576.38
INV/004915,Permitted Colour,1686,782.4,1319126.4
INV/004916,Primary Freight,4750,74.61,354397.5
INV/004916,Cold-Chain Haulage,1423,443.92,631698.16
INV/004916,Cold-Chain Haulage,2152,207.25,446002.0
INV/004917,Cardamom Oil,2000,777.5,1555000.0
INV/004917,Permitted Colour,2051,527.62,1082148.62
INV/004917,Citric Acid,3552,336.39,1194857.28
INV/004918,AMC-Machinery,2030,37.29,75698.7
INV/004918,Consulting,939,236.14,221735.46
INV/004919,Citric Acid,4841,84.71,410081.11
INV/004919,Cardamom Oil,781,864.48,675158.88
INV/004920,Refined Sugar,2334,88.21,205882.14
INV/004920,Milk Solids,2514,745.15,1873307.1
INV/004921,Cardamom Oil,3292,577.92,1902512.64
INV/004921,Cardamom Oil,3680,427.67,1573825.6
INV/004922,Housekeeping,87,516.6,44944.2
INV/004922,AMC-Machinery,334,450.61,150503.74
INV/004922,IT AMC,782,297.0,232254.0
INV/004923,Mono Carton,3409,76.24,259902.16
INV/004924,Secondary Freight,1741,258.79,450553.39
INV/004924,Cold-Chain Haulage,4001,69.83,279389.83
INV/004924,Warehousing,1939,894.56,1734551.84
INV/004925,Cardamom Oil,4620,517.48,2390757.6
INV/004925,Mint Flavour,2887,644.19,1859776.53
INV/004926,IT AMC,1346,870.21,1171302.66
INV/004927,AMC-Machinery,4855,325.76,1581564.8
INV/004928,Consulting,1074,256.22,275180.28
INV/004928,IT AMC,3099,350.48,1086137.52
INV/004928,AMC-Machinery,392,572.23,224314.16
INV/004929,Mint Flavour,290,470.02,136305.8
INV/004929,Citric Acid,4944,228.73,1130841.12
INV/004929,Mint Flavour,1168,443.71,518253.28
INV/004929,Citric Acid,2938,45.9,134854.2
INV/004930,Milk Solids,2592,793.29,2056207.68
INV/004930,Menthol Crystals,1929,191.35,369114.15
INV/004930,Glucose Syrup,4005,647.07,2591515.35
INV/004931,Cold-Chain Haulage,2717,755.99,2054024.83
INV/004931,Primary Freight,4176,488.38,2039474.88
INV/004931,Secondary Freight,1018,605.24,616134.32
INV/004932,Wrapper Film,2783,194.22,540514.26
INV/004932,Mono Carton,1497,378.25,566240.25
INV/004932,Mono Carton,1701,20.15,34275.15
INV/004932,Corrugated Box,1409,895.32,1261505.88
INV/004933,Wrapper Film,102,414.76,42305.52
INV/004933,Mono Carton,2600,776.89,2019914.0
INV/004934,PET Bottle 500ml,2758,234.0,645372.0
INV/004934,PET Bottle 500ml,850,262.26,222921.0
INV/004934,Shrink Sleeve,2143,467.8,1002495.4
INV/004935,Mono Carton,4528,485.46,2198162.88
INV/004935,Shrink Sleeve,2456,553.61,1359666.16
INV/004935,Mono Carton,3647,747.5,2726132.5
INV/004935,Mono Carton,736,17.88,13159.68
INV/004936,Edible Starch,539,783.11,422096.29
INV/004936,Edible Starch,4150,304.66,1264339.0
INV/004937,Refined Sugar,3487,739.7,2579333.9
INV/004938,Mint Flavour,3704,592.1,2193138.4
INV/004938,Cocoa Mass,2564,336.55,862914.2
INV/004938,Cardamom Oil,1811,497.79,901497.69
INV/004938,Permitted Colour,1143,762.79,871868.97
INV/004939,Permitted Colour,2670,686.77,1833675.9
INV/004940,Cocoa Mass,4447,581.6,2586375.2
INV/004940,Cocoa Mass,3851,138.49,533324.99
INV/004940,Cardamom Oil,1251,758.65,949071.15
INV/004940,Citric Acid,2313,172.01,397859.13
INV/004941,PET Bottle 500ml,4201,493.81,2074495.81
INV/004942,Security Services,1549,706.43,1094260.07
INV/004942,Housekeeping,4426,906.7,4013054.2
INV/004942,Security Services,2857,827.91,2365338.87
INV/004942,Housekeeping,1027,343.35,352620.45
INV/004943,Menthol Crystals,4192,762.08,3194639.36
INV/004943,Menthol Crystals,683,681.88,465724.04
INV/004943,Menthol Crystals,673,660.4,444449.2
INV/004943,Glucose Syrup,308,42.23,13006.84
INV/004944,Consulting,571,318.69,181971.99
INV/004944,Security Services,1297,668.26,866733.22
INV/004944,Consulting,2905,824.53,2395259.65
INV/004945,PET Bottle 500ml,1060,524.99,556489.4
INV/004945,Shrink Sleeve,1567,635.65,996063.55
INV/004945,Wrapper Film,1603,261.81,419681.43
INV/004946,PET Bottle 500ml,2286,690.8,1579168.8
INV/004946,PET Bottle 500ml,4220,87.05,367351.0
INV/004946,PET Bottle 500ml,4911,548.7,2694665.7
INV/004947,Consulting,3954,186.94,739160.76
INV/004947,IT AMC,1511,733.93,1108968.23
INV/004947,Consulting,2307,68.18,157291.26
INV/004947,IT AMC,295,201.87,59551.65
INV/004948,Housekeeping,3063,467.89,1433147.07
INV/004948,Consulting,2225,598.95,1332663.75
INV/004949,Edible Starch,731,366.03,267567.93
INV/004950,Menthol Crystals,4932,178.34,879572.88
INV/004950,Edible Starch,2662,804.89,2142617.18
INV/004950,Refined Sugar,2924,793.56,2320369.44
INV/004950,Menthol Crystals,4672,508.39,2375198.08
INV/004951,Cardamom Oil,1423,421.85,600292.55
INV/004951,Cardamom Oil,1171,519.2,607983.2
INV/004951,Citric Acid,4931,89.49,441275.19
INV/004952,Glucose Syrup,1082,157.84,170782.88
INV/004952,Menthol Crystals,4704,796.96,3748899.84
INV/004952,Refined Sugar,1480,894.67,1324111.6
INV/004953,Housekeeping,456,129.84,59207.04
INV/004954,Housekeeping,1194,679.88,811776.72
INV/004954,Housekeeping,79,481.67,38051.93
INV/004954,Consulting,1394,148.34,206785.96
INV/004954,Consulting,753,104.89,78982.17
INV/004955,Cold-Chain Haulage,2560,748.09,1915110.4
INV/004955,Warehousing,4969,502.1,2494934.9
INV/004956,Warehousing,4648,516.18,2399204.64
INV/004956,Warehousing,2447,732.0,1791204.0
INV/004957,Primary Freight,1187,53.16,63100.92
INV/004957,Primary Freight,393,346.13,136029.09
INV/004957,Secondary Freight,3899,426.93,1664600.07
INV/004958,PET Bottle 500ml,1557,289.61,450922.77
INV/004958,PET Bottle 500ml,296,870.03,257528.88
INV/004958,Corrugated Box,1127,206.46,232680.42
INV/004959,Cold-Chain Haulage,1398,593.47,829671.06
INV/004959,Warehousing,1157,192.85,223127.45
INV/004960,Edible Starch,497,79.16,39342.52
INV/004960,Menthol Crystals,4601,814.87,3749216.87
INV/004961,Edible Starch,1995,818.81,1633525.95
INV/004961,Refined Sugar,4185,631.23,2641697.55
INV/004961,Menthol Crystals,483,693.37,334897.71
INV/004962,Warehousing,3820,279.63,1068186.6
INV/004962,Cold-Chain Haulage,873,783.86,684309.78
INV/004963,Citric Acid,1498,527.51,790209.98
INV/004963,Cocoa Mass,4339,610.43,2648655.77
INV/004963,Cocoa Mass,66,290.05,19143.3
INV/004964,Primary Freight,1715,252.92,433757.8
INV/004965,Warehousing,4055,234.55,951100.25
INV/004966,Secondary Freight,4494,210.7,946885.8
INV/004966,Warehousing,2797,27.56,77085.32
INV/004966,Cold-Chain Haulage,2334,801.26,1870140.84
INV/004967,Security Services,1741,624.93,1088003.13
INV/004967,AMC-Machinery,2940,31.4,92316.0
INV/004968,Mint Flavour,3758,332.14,1248182.12
INV/004969,Corrugated Box,4147,768.87,3188503.89
INV/004969,PET Bottle 500ml,1671,660.57,1103812.47
INV/004969,PET Bottle 500ml,1999,602.98,1205357.02
INV/004970,Permitted Colour,4194,676.62,2837744.28
INV/004970,Cocoa Mass,4822,539.88,2603301.36
INV/004970,Mint Flavour,668,536.34,358275.12
INV/004971,Security Services,4356,327.68,1427374.08
INV/004971,AMC-Machinery,3430,342.7,1175461.0
INV/004971,AMC-Machinery,334,483.14,161368.76
INV/004972,Warehousing,2336,897.02,2095438.72
INV/004973,Mint Flavour,3521,414.23,1458503.83
INV/004974,Warehousing,1756,129.0,226524.0
INV/004974,Secondary Freight,1318,687.43,906032.74
INV/004974,Secondary Freight,2223,49.97,111083.31
INV/004974,Secondary Freight,2892,451.31,1305188.52
INV/004975,Consulting,4663,578.31,2696659.53
INV/004976,Menthol Crystals,1338,350.97,469597.86
INV/004976,Refined Sugar,2364,653.45,1544755.8
INV/004976,Menthol Crystals,3077,598.35,1841122.95
INV/004976,Milk Solids,272,860.9,234164.8
INV/004977,Cold-Chain Haulage,3064,239.34,733337.76
INV/004978,Shrink Sleeve,193,119.27,23019.11
INV/004979,Mint Flavour,3732,895.22,3340961.04
INV/004979,Cocoa Mass,3055,28.11,85876.05
INV/004979,Mint Flavour,4970,119.52,594014.4
INV/004980,Glucose Syrup,1069,600.45,641881.05
INV/004980,Menthol Crystals,1396,666.36,930238.56
INV/004980,Edible Starch,1334,486.4,648857.6
INV/004981,Shrink Sleeve,78,477.39,37236.42
INV/004981,PET Bottle 500ml,4181,629.51,2631981.31
INV/004982,Mint Flavour,3198,459.83,1470536.34
INV/004982,Cocoa Mass,1846,56.88,105000.48
INV/004982,Cardamom Oil,4031,811.28,3270269.68
INV/004983,Warehousing,2880,65.24,187891.2
INV/004984,Warehousing,3536,169.74,600200.64
INV/004985,Primary Freight,3006,37.47,112634.82
INV/004985,Primary Freight,4399,656.14,2886359.86
INV/004985,Primary Freight,3311,75.18,248920.98
INV/004985,Secondary Freight,413,75.81,31309.53
INV/004986,Primary Freight,202,811.6,163943.2
INV/004987,Secondary Freight,3410,869.92,2966427.2
INV/004988,Secondary Freight,3216,429.46,1381143.36
INV/004988,Cold-Chain Haulage,1471,728.17,1071138.07
INV/004988,Warehousing,443,778.93,345065.99
INV/004989,Edible Starch,2672,110.05,294053.6
INV/004989,Refined Sugar,2675,450.51,1205114.25
INV/004989,Refined Sugar,2196,992.74,2180057.04
INV/004990,Shrink Sleeve,2333,267.58,624264.14
INV/004990,PET Bottle 500ml,825,272.95,225183.75
INV/004990,Mono Carton,2699,497.1,1341672.9
INV/004991,Wrapper Film,241,595.65,143551.65
INV/004991,PET Bottle 500ml,4493,446.55,2006349.15
