grn_no,po_no,grn_date,material,received_qty
GRN-04585,PO-2024-04585,2025-01-28,Glucose Syrup,1958
GRN-04585,PO-2024-04585,2025-01-28,Menthol Crystals,4205
GRN-04585,PO-2024-04585,2025-01-28,Milk Solids,4348
GRN-04586,PO-2024-04586,2024-07-19,Shrink Sleeve,3235
GRN-04586,PO-2024-04586,2024-07-19,PET Bottle 500ml,4111
GRN-04586,PO-2024-04586,2024-07-19,Wrapper Film,3029
GRN-04587,PO-2024-04587,2025-05-07,Primary Freight,4475
GRN-04588,PO-2024-04588,2024-04-06,Cocoa Mass,396
GRN-04588,PO-2024-04588,2024-04-06,Mint Flavour,1041
GRN-04589,PO-2024-04589,2024-09-27,IT AMC,3488
GRN-04589,PO-2024-04589,2024-09-27,IT AMC,2004
GRN-04589,PO-2024-04589,2024-09-27,IT AMC,2005
GRN-04590,PO-2024-04590,2024-05-01,Consulting,2377
GRN-04590,PO-2024-04590,2024-05-01,Security Services,3067
GRN-04591,PO-2024-04591,2025-03-15,Corrugated Box,3019
GRN-04591,PO-2024-04591,2025-03-15,Corrugated Box,4417
GRN-04591,PO-2024-04591,2025-03-15,Shrink Sleeve,1230
GRN-04592,PO-2024-04592,2024-06-11,Milk Solids,2027
GRN-04592,PO-2024-04592,2024-06-11,Refined Sugar,3286
GRN-04592,PO-2024-04592,2024-06-11,Glucose Syrup,3176
GRN-04592,PO-2024-04592,2024-06-11,Glucose Syrup,894
GRN-04593,PO-2024-04593,2025-02-14,Security Services,503
GRN-04594,PO-2024-04594,2024-12-22,Wrapper Film,2200
GRN-04594,PO-2024-04594,2024-12-22,PET Bottle 500ml,4211
GRN-04595,PO-2024-04595,2025-04-28,Wrapper Film,462
GRN-04595,PO-2024-04595,2025-04-28,Corrugated Box,3539
GRN-04595,PO-2024-04595,2025-04-28,Mono Carton,2208
GRN-04595,PO-2024-04595,2025-04-28,PET Bottle 500ml,942
GRN-04596,PO-2024-04596,2025-06-14,Consulting,382
GRN-04596,PO-2024-04596,2025-06-14,AMC-Machinery,4261
GRN-04597,PO-2024-04597,2024-05-19,Consulting,1001
GRN-04597,PO-2024-04597,2024-05-19,Security Services,229
GRN-04597,PO-2024-04597,2024-05-19,Housekeeping,4012
GRN-04597,PO-2024-04597,2024-05-19,IT AMC,831
GRN-04598,PO-2024-04598,2024-08-20,Mono Carton,1289
GRN-04598,PO-2024-04598,2024-08-20,Corrugated Box,1761
GRN-04598,PO-2024-04598,2024-08-20,Shrink Sleeve,1106
GRN-04598,PO-2024-04598,2024-08-20,Mono Carton,2509
GRN-04599,PO-2024-04599,2024-04-07,Glucose Syrup,2973
GRN-04599,PO-2024-04599,2024-04-07,Glucose Syrup,4430
GRN-04599,PO-2024-04599,2024-04-07,Glucose Syrup,1563
GRN-04600,PO-2024-04600,2024-12-26,Corrugated Box,2082
GRN-04600,PO-2024-04600,2024-12-26,Corrugated Box,2986
GRN-04600,PO-2024-04600,2024-12-26,PET Bottle 500ml,4364
GRN-04600,PO-2024-04600,2024-12-26,Shrink Sleeve,2801
GRN-04601,PO-2024-04601,2025-02-13,IT AMC,3648
GRN-04601,PO-2024-04601,2025-02-13,Consulting,1870
GRN-04601,PO-2024-04601,2025-02-13,Housekeeping,2374
GRN-04602,PO-2024-04602,2024-04-29,Permitted Colour,951
GRN-04602,PO-2024-04602,2024-04-29,Permitted Colour,2216
GRN-04602,PO-2024-04602,2024-04-29,Permitted Colour,1273
GRN-04602,PO-2024-04602,2024-04-29,Mint Flavour,4195
GRN-04603,PO-2024-04603,2024-03-17,Citric Acid,3007
GRN-04604,PO-2024-04604,2024-04-16,Milk Solids,1618
GRN-04605,PO-2024-04605,2024-11-21,Cold-Chain Haulage,4677
GRN-04605,PO-2024-04605,2024-11-21,Secondary Freight,613
GRN-04605,PO-2024-04605,2024-11-21,Secondary Freight,4416
GRN-04605,PO-2024-04605,2024-11-21,Secondary Freight,1122
GRN-04606,PO-2024-04606,2024-10-27,Shrink Sleeve,4259
GRN-04606,PO-2024-04606,2024-10-27,Mono Carton,1983
GRN-04606,PO-2024-04606,2024-10-27,Shrink Sleeve,4325
GRN-04607,PO-2024-04607,2024-07-23,Mint Flavour,1408
GRN-04607,PO-2024-04607,2024-07-23,Mint Flavour,1174
GRN-04608,PO-2024-04608,2024-05-13,Mint Flavour,192
GRN-04609,PO-2024-04609,2024-09-28,Cardamom Oil,548
GRN-04609,PO-2024-04609,2024-09-28,Citric Acid,4683
GRN-04609,PO-2024-04609,2024-09-28,Permitted Colour,2863
GRN-04610,PO-2024-04610,2024-06-28,IT AMC,4798
GRN-04610,PO-2024-04610,2024-06-28,AMC-Machinery,3855
GRN-04610,PO-2024-04610,2024-06-28,IT AMC,3205
GRN-04610,PO-2024-04610,2024-06-28,Consulting,3082
GRN-04611,PO-2024-04611,2025-04-01,Mono Carton,3385
GRN-04612,PO-2024-04612,2024-04-12,Mint Flavour,1112
GRN-04612,PO-2024-04612,2024-04-12,Mint Flavour,1367
GRN-04613,PO-2024-04613,2025-02-22,PET Bottle 500ml,4048
GRN-04613,PO-2024-04613,2025-02-22,Mono Carton,1285
GRN-04613,PO-2024-04613,2025-02-22,Shrink Sleeve,2550
GRN-04613,PO-2024-04613,2025-02-22,PET Bottle 500ml,3940
GRN-04614,PO-2024-04614,2024-02-04,Milk Solids,1593
GRN-04614,PO-2024-04614,2024-02-04,Menthol Crystals,3098
GRN-04615,PO-2024-04615,2024-08-13,Milk Solids,320
GRN-04615,PO-2024-04615,2024-08-13,Refined Sugar,2873
GRN-04616,PO-2024-04616,2025-01-10,Shrink Sleeve,4891
GRN-04617,PO-2024-04617,2024-09-26,Edible Starch,2541
GRN-04617,PO-2024-04617,2024-09-26,Glucose Syrup,1538
GRN-04617,PO-2024-04617,2024-09-26,Milk Solids,937
GRN-04618,PO-2024-04618,2024-02-17,Cold-Chain Haulage,1692
GRN-04618,PO-2024-04618,2024-02-17,Cold-Chain Haulage,2667
GRN-04619,PO-2024-04619,2025-03-22,Cardamom Oil,4118
GRN-04619,PO-2024-04619,2025-03-22,Permitted Colour,2704
GRN-04619,PO-2024-04619,2025-03-22,Permitted Colour,3614
GRN-04619,PO-2024-04619,2025-03-22,Cocoa Mass,2777
GRN-04620,PO-2024-04620,2024-11-09,Secondary Freight,3462
GRN-04621,PO-2024-04621,2024-02-04,Primary Freight,1711
GRN-04621,PO-2024-04621,2024-02-04,Warehousing,3872
GRN-04621,PO-2024-04621,2024-02-04,Warehousing,1094
GRN-04621,PO-2024-04621,2024-02-04,Cold-Chain Haulage,2932
GRN-04622,PO-2024-04622,2024-04-14,Glucose Syrup,2730
GRN-04622,PO-2024-04622,2024-04-14,Milk Solids,2833
GRN-04623,PO-2024-04623,2024-06-09,Milk Solids,3427
GRN-04623,PO-2024-04623,2024-06-09,Refined Sugar,755
GRN-04623,PO-2024-04623,2024-06-09,Edible Starch,1708
GRN-04624,PO-2024-04624,2024-10-25,Mono Carton,1483
GRN-04625,PO-2024-04625,2024-07-15,Wrapper Film,754
GRN-04626,PO-2024-04626,2024-10-15,Menthol Crystals,444
GRN-04627,PO-2024-04627,2024-06-11,Cardamom Oil,2390
GRN-04628,PO-2024-04628,2025-02-02,Refined Sugar,2663
GRN-04628,PO-2024-04628,2025-02-02,Edible Starch,251
GRN-04629,PO-2024-04629,2025-01-10,Security Services,2511
GRN-04629,PO-2024-04629,2025-01-10,IT AMC,1791
GRN-04630,PO-2024-04630,2025-06-15,Milk Solids,579
GRN-04631,PO-2024-04631,2025-03-21,Consulting,3108
GRN-04631,PO-2024-04631,2025-03-21,Security Services,3546
GRN-04631,PO-2024-04631,2025-03-21,Security Services,289
GRN-04632,PO-2024-04632,2024-11-14,AMC-Machinery,4407
GRN-04632,PO-2024-04632,2024-11-14,AMC-Machinery,612
GRN-04632,PO-2024-04632,2024-11-14,Consulting,228
GRN-04633,PO-2024-04633,2025-05-22,Refined Sugar,1315
GRN-04634,PO-2024-04634,2024-12-08,Mint Flavour,4412
GRN-04634,PO-2024-04634,2024-12-08,Citric Acid,2533
GRN-04634,PO-2024-04634,2024-12-08,Citric Acid,2824
GRN-04635,PO-2024-04635,2025-07-05,Wrapper Film,1445
GRN-04635,PO-2024-04635,2025-07-05,Shrink Sleeve,2571
GRN-04635,PO-2024-04635,2025-07-05,Shrink Sleeve,4651
GRN-04636,PO-2024-04636,2025-02-19,Glucose Syrup,3518
GRN-04636,PO-2024-04636,2025-02-19,Glucose Syrup,402
GRN-04636,PO-2024-04636,2025-02-19,Refined Sugar,2546
GRN-04636,PO-2024-04636,2025-02-19,Glucose Syrup,4820
GRN-04637,PO-2024-04637,2024-10-15,Citric Acid,3750
GRN-04637,PO-2024-04637,2024-10-15,Citric Acid,3700
GRN-04638,PO-2024-04638,2025-01-11,Corrugated Box,1086
GRN-04638,PO-2024-04638,2025-01-11,Wrapper Film,4475
GRN-04638,PO-2024-04638,2025-01-11,Shrink Sleeve,287
GRN-04639,PO-2024-04639,2024-03-19,Secondary Freight,1941
GRN-04639,PO-2024-04639,2024-03-19,Cold-Chain Haulage,583
GRN-04639,PO-2024-04639,2024-03-19,Secondary Freight,2885
GRN-04639,PO-2024-04639,2024-03-19,Secondary Freight,3127
,PO-2024-04640,,Menthol Crystals,0
,PO-2024-04640,,Edible Starch,0
,PO-2024-04640,,Glucose Syrup,0
,PO-2024-04640,,Edible Starch,0
,PO-2024-04641,,Housekeeping,0
,PO-2024-04641,,Housekeeping,0
,PO-2024-04641,,Housekeeping,0
GRN-04642,PO-2024-04642,2024-07-23,Primary Freight,4261
GRN-04642,PO-2024-04642,2024-07-23,Secondary Freight,4553
GRN-04643,PO-2024-04643,2025-03-05,Citric Acid,4382
GRN-04643,PO-2024-04643,2025-03-05,Citric Acid,2878
GRN-04643,PO-2024-04643,2025-03-05,Mint Flavour,2772
GRN-04644,PO-2024-04644,2024-03-29,Wrapper Film,2853
GRN-04644,PO-2024-04644,2024-03-29,PET Bottle 500ml,4427
GRN-04644,PO-2024-04644,2024-03-29,PET Bottle 500ml,2772
GRN-04644,PO-2024-04644,2024-03-29,Shrink Sleeve,4010
GRN-04645,PO-2024-04645,2025-01-10,Housekeeping,1599
GRN-04645,PO-2024-04645,2025-01-10,AMC-Machinery,4670
GRN-04645,PO-2024-04645,2025-01-10,Security Services,2122
GRN-04646,PO-2024-04646,2024-01-28,Security Services,927
GRN-04646,PO-2024-04646,2024-01-28,Consulting,1273
GRN-04646,PO-2024-04646,2024-01-28,Housekeeping,694
GRN-04646,PO-2024-04646,2024-01-28,Housekeeping,581
GRN-04647,PO-2024-04647,2024-06-01,Cold-Chain Haulage,1614
GRN-04648,PO-2024-04648,2024-04-11,Refined Sugar,2572
GRN-04648,PO-2024-04648,2024-04-11,Refined Sugar,1673
GRN-04649,PO-2024-04649,2024-02-09,Refined Sugar,1787
GRN-04649,PO-2024-04649,2024-02-09,Edible Starch,1083
GRN-04649,PO-2024-04649,2024-02-09,Refined Sugar,1212
GRN-04650,PO-2024-04650,2024-08-19,Secondary Freight,2777
GRN-04650,PO-2024-04650,2024-08-19,Warehousing,1041
GRN-04650,PO-2024-04650,2024-08-19,Warehousing,4732
GRN-04651,PO-2024-04651,2024-01-20,Glucose Syrup,1834
,PO-2024-04652,,Glucose Syrup,0
,PO-2024-04652,,Edible Starch,0
,PO-2024-04652,,Edible Starch,0
GRN-04653,PO-2024-04653,2024-02-13,Cold-Chain Haulage,4825
GRN-04654,PO-2024-04654,2024-02-18,Housekeeping,4339
GRN-04654,PO-2024-04654,2024-02-18,IT AMC,2575
GRN-04654,PO-2024-04654,2024-02-18,Consulting,4064
GRN-04655,PO-2024-04655,2024-04-27,Cardamom Oil,1610
GRN-04656,PO-2024-04656,2024-06-21,Permitted Colour,4390
GRN-04657,PO-2024-04657,2024-06-08,IT AMC,1959
GRN-04657,PO-2024-04657,2024-06-08,Consulting,1213
GRN-04658,PO-2024-04658,2024-09-09,Cold-Chain Haulage,356
GRN-04659,PO-2024-04659,2024-02-10,Citric Acid,1347
GRN-04659,PO-2024-04659,2024-02-10,Cocoa Mass,2255
GRN-04659,PO-2024-04659,2024-02-10,Cardamom Oil,5319
GRN-04659,PO-2024-04659,2024-02-10,Citric Acid,3156
GRN-04660,PO-2024-04660,2025-01-10,Mono Carton,3880
GRN-04661,PO-2024-04661,2024-05-10,Milk Solids,4911
GRN-04661,PO-2024-04661,2024-05-10,Milk Solids,1185
GRN-04661,PO-2024-04661,2024-05-10,Menthol Crystals,2958
GRN-04661,PO-2024-04661,2024-05-10,Glucose Syrup,122
GRN-04662,PO-2024-04662,2024-07-12,Glucose Syrup,3422
GRN-04662,PO-2024-04662,2024-07-12,Menthol Crystals,4811
GRN-04662,PO-2024-04662,2024-07-12,Menthol Crystals,3684
GRN-04662,PO-2024-04662,2024-07-12,Milk Solids,3468
GRN-04663,PO-2024-04663,2025-03-02,Wrapper Film,4421
GRN-04663,PO-2024-04663,2025-03-02,PET Bottle 500ml,2640
GRN-04663,PO-2024-04663,2025-03-02,PET Bottle 500ml,4544
GRN-04664,PO-2024-04664,2024-05-10,Mint Flavour,3013
GRN-04664,PO-2024-04664,2024-05-10,Cardamom Oil,4035
GRN-04664,PO-2024-04664,2024-05-10,Mint Flavour,4162
GRN-04665,PO-2024-04665,2024-03-24,Cardamom Oil,1673
GRN-04665,PO-2024-04665,2024-03-24,Cardamom Oil,1915
GRN-04665,PO-2024-04665,2024-03-24,Mint Flavour,4816
GRN-04665,PO-2024-04665,2024-03-24,Cocoa Mass,568
GRN-04666,PO-2024-04666,2024-05-17,Mono Carton,1435
GRN-04666,PO-2024-04666,2024-05-17,Corrugated Box,2034
GRN-04667,PO-2024-04667,2025-07-09,IT AMC,4121
GRN-04667,PO-2024-04667,2025-07-09,IT AMC,2666
GRN-04667,PO-2024-04667,2025-07-09,IT AMC,174
GRN-04668,PO-2024-04668,2024-01-12,Consulting,4305
GRN-04668,PO-2024-04668,2024-01-12,Consulting,2583
GRN-04669,PO-2024-04669,2024-04-06,Secondary Freight,4145
GRN-04669,PO-2024-04669,2024-04-06,Warehousing,1128
GRN-04669,PO-2024-04669,2024-04-06,Primary Freight,442
GRN-04670,PO-2024-04670,2025-02-03,Menthol Crystals,1290
GRN-04670,PO-2024-04670,2025-02-03,Milk Solids,3362
GRN-04670,PO-2024-04670,2025-02-03,Menthol Crystals,1774
GRN-04671,PO-2024-04671,2024-03-16,Mint Flavour,637
GRN-04672,PO-2024-04672,2024-12-22,Cocoa Mass,2158
GRN-04672,PO-2024-04672,2024-12-22,Citric Acid,1575
GRN-04672,PO-2024-04672,2024-12-22,Cardamom Oil,1402
GRN-04673,PO-2024-04673,2025-01-24,Warehousing,2496
GRN-04673,PO-2024-04673,2025-01-24,Warehousing,1675
GRN-04674,PO-2024-04674,2024-07-26,Cold-Chain Haulage,4462
GRN-04674,PO-2024-04674,2024-07-26,Warehousing,4252
GRN-04674,PO-2024-04674,2024-07-26,Secondary Freight,4608
GRN-04675,PO-2024-04675,2024-10-31,Shrink Sleeve,4698
GRN-04675,PO-2024-04675,2024-10-31,Mono Carton,715
GRN-04675,PO-2024-04675,2024-10-31,Corrugated Box,3664
GRN-04676,PO-2024-04676,2024-09-18,Cardamom Oil,3851
GRN-04676,PO-2024-04676,2024-09-18,Mint Flavour,1306
GRN-04676,PO-2024-04676,2024-09-18,Cardamom Oil,1129
GRN-04676,PO-2024-04676,2024-09-18,Cocoa Mass,3498
GRN-04677,PO-2024-04677,2024-05-27,Housekeeping,1712
GRN-04677,PO-2024-04677,2024-05-27,IT AMC,2367
GRN-04677,PO-2024-04677,2024-05-27,Security Services,4394
GRN-04678,PO-2024-04678,2024-06-16,Housekeeping,3058
GRN-04678,PO-2024-04678,2024-06-16,AMC-Machinery,1793
GRN-04679,PO-2024-04679,2024-02-16,Permitted Colour,808
GRN-04679,PO-2024-04679,2024-02-16,Permitted Colour,1485
GRN-04679,PO-2024-04679,2024-02-16,Citric Acid,4193
GRN-04679,PO-2024-04679,2024-02-16,Cocoa Mass,506
GRN-04680,PO-2024-04680,2025-01-19,Menthol Crystals,2537
GRN-04680,PO-2024-04680,2025-01-19,Milk Solids,2770
GRN-04680,PO-2024-04680,2025-01-19,Refined Sugar,3482
GRN-04681,PO-2024-04681,2025-01-25,Security Services,2623
GRN-04681,PO-2024-04681,2025-01-25,Security Services,1592
GRN-04681,PO-2024-04681,2025-01-25,Consulting,415
GRN-04681,PO-2024-04681,2025-01-25,Security Services,2713
GRN-04682,PO-2024-04682,2024-06-25,PET Bottle 500ml,3394
GRN-04682,PO-2024-04682,2024-06-25,PET Bottle 500ml,1449
GRN-04683,PO-2024-04683,2024-01-25,Corrugated Box,4306
GRN-04683,PO-2024-04683,2024-01-25,Wrapper Film,1769
GRN-04683,PO-2024-04683,2024-01-25,Wrapper Film,1590
GRN-04683,PO-2024-04683,2024-01-25,Wrapper Film,178
GRN-04684,PO-2024-04684,2025-06-05,Edible Starch,71
GRN-04684,PO-2024-04684,2025-06-05,Glucose Syrup,1395
GRN-04684,PO-2024-04684,2025-06-05,Edible Starch,4930
GRN-04684,PO-2024-04684,2025-06-05,Milk Solids,4690
GRN-04685,PO-2024-04685,2024-05-16,Edible Starch,870
GRN-04685,PO-2024-04685,2024-05-16,Edible Starch,1967
GRN-04685,PO-2024-04685,2024-05-16,Menthol Crystals,1258
GRN-04686,PO-2024-04686,2024-01-28,Mint Flavour,609
GRN-04686,PO-2024-04686,2024-01-28,Citric Acid,55
GRN-04687,PO-2024-04687,2024-08-20,Consulting,3806
GRN-04687,PO-2024-04687,2024-08-20,Consulting,2737
GRN-04687,PO-2024-04687,2024-08-20,Security Services,4063
GRN-04688,PO-2024-04688,2024-10-27,Citric Acid,1140
GRN-04688,PO-2024-04688,2024-10-27,Mint Flavour,3697
GRN-04688,PO-2024-04688,2024-10-27,Cocoa Mass,2598
GRN-04688,PO-2024-04688,2024-10-27,Cocoa Mass,4330
GRN-04689,PO-2024-04689,2024-03-15,Citric Acid,1946
GRN-04690,PO-2024-04690,2024-02-18,Mint Flavour,2928
GRN-04690,PO-2024-04690,2024-02-18,Citric Acid,3135
GRN-04691,PO-2024-04691,2025-01-25,Shrink Sleeve,2335
GRN-04691,PO-2024-04691,2025-01-25,Corrugated Box,1984
GRN-04692,PO-2024-04692,2025-05-07,Menthol Crystals,338
GRN-04693,PO-2024-04693,2024-10-04,Consulting,4766
GRN-04693,PO-2024-04693,2024-10-04,AMC-Machinery,4643
GRN-04694,PO-2024-04694,2025-03-20,Cold-Chain Haulage,1416
GRN-04695,PO-2024-04695,2024-09-02,Housekeeping,3010
GRN-04695,PO-2024-04695,2024-09-02,AMC-Machinery,1812
GRN-04696,PO-2024-04696,2025-05-19,Cocoa Mass,1171
GRN-04696,PO-2024-04696,2025-05-19,Citric Acid,4001
GRN-04696,PO-2024-04696,2025-05-19,Cocoa Mass,4486
GRN-04697,PO-2024-04697,2024-10-18,Secondary Freight,133
GRN-04697,PO-2024-04697,2024-10-18,Primary Freight,852
GRN-04697,PO-2024-04697,2024-10-18,Secondary Freight,2914
GRN-04697,PO-2024-04697,2024-10-18,Warehousing,1534
GRN-04698,PO-2024-04698,2024-12-08,Milk Solids,1993
GRN-04699,PO-2024-04699,2024-08-17,Citric Acid,4631
GRN-04699,PO-2024-04699,2024-08-17,Mint Flavour,3828
GRN-04699,PO-2024-04699,2024-08-17,Mint Flavour,1532
GRN-04700,PO-2024-04700,2024-10-01,Edible Starch,2840
GRN-04700,PO-2024-04700,2024-10-01,Edible Starch,4882
GRN-04700,PO-2024-04700,2024-10-01,Milk Solids,2803
GRN-04700,PO-2024-04700,2024-10-01,Refined Sugar,1191
GRN-04701,PO-2024-04701,2024-02-21,Security Services,4094
GRN-04701,PO-2024-04701,2024-02-21,Consulting,3776
GRN-04701,PO-2024-04701,2024-02-21,Housekeeping,3193
GRN-04702,PO-2024-04702,2024-05-10,Permitted Colour,3398
GRN-04702,PO-2024-04702,2024-05-10,Cardamom Oil,4127
GRN-04702,PO-2024-04702,2024-05-10,Permitted Colour,4480
GRN-04703,PO-2024-04703,2024-02-22,Mono Carton,1995
GRN-04703,PO-2024-04703,2024-02-22,PET Bottle 500ml,3235
GRN-04704,PO-2024-04704,2024-12-19,Milk Solids,4233
GRN-04704,PO-2024-04704,2024-12-19,Edible Starch,2967
GRN-04705,PO-2024-04705,2024-10-20,Cold-Chain Haulage,4131
GRN-04706,PO-2024-04706,2024-05-09,Permitted Colour,1722
GRN-04707,PO-2024-04707,2025-05-23,Secondary Freight,2064
GRN-04707,PO-2024-04707,2025-05-23,Primary Freight,4376
GRN-04707,PO-2024-04707,2025-05-23,Warehousing,3700
GRN-04707,PO-2024-04707,2025-05-23,Primary Freight,931
GRN-04708,PO-2024-04708,2024-11-11,Cardamom Oil,785
GRN-04708,PO-2024-04708,2024-11-11,Citric Acid,4499
GRN-04708,PO-2024-04708,2024-11-11,Mint Flavour,949
GRN-04708,PO-2024-04708,2024-11-11,Mint Flavour,3834
GRN-04709,PO-2024-04709,2024-01-11,Mono Carton,2786
GRN-04709,PO-2024-04709,2024-01-11,Wrapper Film,2926
GRN-04709,PO-2024-04709,2024-01-11,Mono Carton,2117
GRN-04710,PO-2024-04710,2024-04-21,Mono Carton,4172
GRN-04710,PO-2024-04710,2024-04-21,Shrink Sleeve,1323
GRN-04711,PO-2024-04711,2025-04-28,IT AMC,581
GRN-04711,PO-2024-04711,2025-04-28,AMC-Machinery,3019
GRN-04711,PO-2024-04711,2025-04-28,AMC-Machinery,304
GRN-04711,PO-2024-04711,2025-04-28,Security Services,3921
GRN-04712,PO-2024-04712,2025-05-09,Cold-Chain Haulage,3764
GRN-04712,PO-2024-04712,2025-05-09,Cold-Chain Haulage,2164
GRN-04712,PO-2024-04712,2025-05-09,Primary Freight,713
GRN-04713,PO-2024-04713,2025-04-27,AMC-Machinery,785
GRN-04713,PO-2024-04713,2025-04-27,Housekeeping,2017
GRN-04713,PO-2024-04713,2025-04-27,Housekeeping,948
GRN-04713,PO-2024-04713,2025-04-27,AMC-Machinery,3346
GRN-04714,PO-2024-04714,2025-05-30,Mono Carton,4373
GRN-04714,PO-2024-04714,2025-05-30,Wrapper Film,2344
GRN-04714,PO-2024-04714,2025-05-30,PET Bottle 500ml,1923
GRN-04714,PO-2024-04714,2025-05-30,Shrink Sleeve,2889
,PO-2024-04715,,PET Bottle 500ml,0
GRN-04716,PO-2024-04716,2025-01-07,Permitted Colour,3059
GRN-04716,PO-2024-04716,2025-01-07,Citric Acid,3529
GRN-04717,PO-2024-04717,2024-04-25,Refined Sugar,2459
GRN-04717,PO-2024-04717,2024-04-25,Milk Solids,3990
GRN-04718,PO-2024-04718,2024-12-05,Cold-Chain Haulage,3091
GRN-04718,PO-2024-04718,2024-12-05,Primary Freight,2131
GRN-04718,PO-2024-04718,2024-12-05,Cold-Chain Haulage,126
GRN-04719,PO-2024-04719,2024-01-23,Cold-Chain Haulage,4975
GRN-04720,PO-2024-04720,2025-02-01,Citric Acid,1476
GRN-04720,PO-2024-04720,2025-02-01,Cardamom Oil,4391
GRN-04720,PO-2024-04720,2025-02-01,Permitted Colour,4482
GRN-04720,PO-2024-04720,2025-02-01,Cocoa Mass,3233
GRN-04721,PO-2024-04721,2025-01-28,Housekeeping,420
GRN-04721,PO-2024-04721,2025-01-28,Consulting,2790
GRN-04722,PO-2024-04722,2024-06-04,Refined Sugar,1453
GRN-04722,PO-2024-04722,2024-06-04,Menthol Crystals,2732
GRN-04723,PO-2024-04723,2024-09-23,Cocoa Mass,4702
GRN-04723,PO-2024-04723,2024-09-23,Cardamom Oil,913
GRN-04723,PO-2024-04723,2024-09-23,Permitted Colour,3161
GRN-04724,PO-2024-04724,2025-07-01,Permitted Colour,4577
GRN-04724,PO-2024-04724,2025-07-01,Cardamom Oil,2367
GRN-04725,PO-2024-04725,2024-05-08,Cocoa Mass,4813
GRN-04725,PO-2024-04725,2024-05-08,Mint Flavour,2693
GRN-04725,PO-2024-04725,2024-05-08,Cocoa Mass,570
GRN-04725,PO-2024-04725,2024-05-08,Citric Acid,2430
GRN-04726,PO-2024-04726,2024-01-26,Edible Starch,1686
GRN-04726,PO-2024-04726,2024-01-26,Milk Solids,2624
GRN-04726,PO-2024-04726,2024-01-26,Menthol Crystals,3331
GRN-04726,PO-2024-04726,2024-01-26,Menthol Crystals,1560
GRN-04727,PO-2024-04727,2024-06-26,Edible Starch,2784
GRN-04727,PO-2024-04727,2024-06-26,Milk Solids,720
GRN-04727,PO-2024-04727,2024-06-26,Edible Starch,1636
GRN-04728,PO-2024-04728,2025-04-15,Mint Flavour,1437
GRN-04728,PO-2024-04728,2025-04-15,Cardamom Oil,155
GRN-04729,PO-2024-04729,2025-02-19,Milk Solids,412
GRN-04729,PO-2024-04729,2025-02-19,Edible Starch,4017
GRN-04730,PO-2024-04730,2024-01-31,Warehousing,2209
GRN-04730,PO-2024-04730,2024-01-31,Cold-Chain Haulage,425
GRN-04730,PO-2024-04730,2024-01-31,Cold-Chain Haulage,1604
GRN-04730,PO-2024-04730,2024-01-31,Secondary Freight,4102
GRN-04731,PO-2024-04731,2024-06-21,Refined Sugar,1633
GRN-04732,PO-2024-04732,2024-10-15,Cardamom Oil,1930
GRN-04733,PO-2024-04733,2024-03-16,Glucose Syrup,2887
GRN-04733,PO-2024-04733,2024-03-16,Refined Sugar,2473
GRN-04733,PO-2024-04733,2024-03-16,Glucose Syrup,4251
GRN-04734,PO-2024-04734,2025-03-05,Mono Carton,2324
GRN-04734,PO-2024-04734,2025-03-05,Shrink Sleeve,2165
GRN-04734,PO-2024-04734,2025-03-05,PET Bottle 500ml,4303
GRN-04735,PO-2024-04735,2024-09-30,IT AMC,1214
GRN-04735,PO-2024-04735,2024-09-30,Housekeeping,98
GRN-04736,PO-2024-04736,2024-01-26,Refined Sugar,4378
GRN-04737,PO-2024-04737,2024-06-01,Consulting,3234
GRN-04738,PO-2024-04738,2024-06-11,Housekeeping,2239
GRN-04739,PO-2024-04739,2025-02-24,Cardamom Oil,204
GRN-04739,PO-2024-04739,2025-02-24,Citric Acid,536
GRN-04740,PO-2024-04740,2025-01-03,Edible Starch,247
GRN-04740,PO-2024-04740,2025-01-03,Edible Starch,72
GRN-04741,PO-2024-04741,2025-03-25,Cocoa Mass,2366
GRN-04741,PO-2024-04741,2025-03-25,Mint Flavour,1461
GRN-04741,PO-2024-04741,2025-03-25,Permitted Colour,548
GRN-04742,PO-2024-04742,2024-12-21,Cocoa Mass,951
GRN-04742,PO-2024-04742,2024-12-21,Cardamom Oil,3818
GRN-04743,PO-2024-04743,2024-10-11,Corrugated Box,411
GRN-04743,PO-2024-04743,2024-10-11,Shrink Sleeve,1229
GRN-04744,PO-2024-04744,2024-10-15,PET Bottle 500ml,2384
GRN-04744,PO-2024-04744,2024-10-15,PET Bottle 500ml,3088
GRN-04744,PO-2024-04744,2024-10-15,PET Bottle 500ml,2497
GRN-04745,PO-2024-04745,2024-06-24,Menthol Crystals,2218
GRN-04746,PO-2024-04746,2025-04-10,Cocoa Mass,2311
GRN-04746,PO-2024-04746,2025-04-10,Citric Acid,2495
GRN-04746,PO-2024-04746,2025-04-10,Cardamom Oil,3910
GRN-04747,PO-2024-04747,2024-03-19,Mono Carton,4532
GRN-04747,PO-2024-04747,2024-03-19,Shrink Sleeve,3290
GRN-04747,PO-2024-04747,2024-03-19,PET Bottle 500ml,1622
GRN-04748,PO-2024-04748,2025-02-15,Cocoa Mass,186
GRN-04749,PO-2024-04749,2024-12-27,Milk Solids,4903
GRN-04750,PO-2024-04750,2024-10-16,Cold-Chain Haulage,2238
GRN-04750,PO-2024-04750,2024-10-16,Warehousing,1676
