invoice_no,po_no,grn_no,vendor_code,vendor_gstin,invoice_date,plant_code,subtotal,gst_pct,gst_amount,total_amount
INV/003668,PO-2024-03668,GRN-03668,VEND-0078,31SYN1175A1Z6,2025-06-19,PLNT-11,6601168.92,5,330058.45,6931227.37
INV/003669,PO-2024-03669,GRN-03669,VEND-0066,05SYN4082B1Z1,2024-10-28,PLNT-13,1480390.85,12,177646.9,1658037.75
INV/003670,PO-2024-03670,GRN-03670,VEND-0109,36SYN3071D1Z2,2024-12-17,PLNT-09,289572.7,18,52123.09,341695.79
INV/003671,PO-2024-03671,GRN-03671,VEND-0090,14SYN6511D1Z5,2025-03-09,PLNT-02,3339678.56,12,400761.43,3740439.99
INV/003671-D,PO-2024-03671,GRN-03671,VEND-0090,14SYN6511D1Z5,2025-03-09,PLNT-02,3339678.56,12,400761.43,3740439.99
INV/003672,PO-2024-03672,GRN-03672,VEND-0041,17SYN7014B1Z5,2025-01-04,PLNT-04,6783748.95,12,814049.87,7597798.82
INV/003673,PO-2024-03673,GRN-03673,VEND-0072,17SYN7631F1Z2,2024-06-29,PLNT-12,174381.06,12,20925.73,195306.79
INV/003674,PO-2024-03674,GRN-03674,VEND-0079,19SYN7474H1Z5,2025-02-18,PLNT-12,3716939.46,18,669049.1,4385988.56
INV/003675,PO-2024-03675,GRN-03675,VEND-0095,25SYN5415D1Z3,2024-10-08,PLNT-03,1924426.6,18,346396.79,2270823.39
INV/003676,PO-2024-03676,GRN-03676,VEND-0087,08SYN6288G1Z7,2024-09-12,PLNT-05,1170662.4,18,210719.23,1381381.63
INV/003677,PO-2024-03677,GRN-03677,VEND-0072,17SYN7631F1Z2,2024-11-04,PLNT-15,4031137.46,12,483736.5,4514873.96
INV/003678,PO-2024-03678,GRN-03678,VEND-0063,07SYN4428H1Z2,2025-01-22,PLNT-09,1768166.64,5,88408.33,1856574.97
INV/003679,PO-2024-03679,GRN-03679,VEND-0056,30SYN3890E1Z1,2024-04-11,PLNT-14,2543595.56,5,127179.78,2670775.34
INV/003680,PO-2024-03680,GRN-03680,VEND-0094,04SYN3482H1Z4,2024-07-19,PLNT-10,772310.03,5,38615.5,810925.53
INV/003681,PO-2024-03681,GRN-03681,VEND-0011,17SYN3044F1Z0,2024-02-10,PLNT-08,2317628.9,12,278115.47,2595744.37
INV/003682,PO-2024-03682,GRN-03682,VEND-0109,36SYN3071D1Z2,2025-04-26,PLNT-13,1654574.83,5,82728.74,1737303.57
INV/003683,PO-2024-03683,GRN-03683,VEND-0027,21SYN7027E1Z8,2024-02-08,PLNT-04,404217.17,5,20210.86,424428.03
INV/003684,PO-2024-03684,GRN-03684,VEND-0105,06SYN3530G1Z2,2025-03-04,PLNT-06,728593.95,18,131146.91,859740.86
INV/003685,PO-2024-03685,,VEND-0049,36SYN8679G1Z0,2025-04-04,PLNT-07,1362334.14,12,163480.1,1525814.24
INV/003686,PO-2024-03686,GRN-03686,VEND-0087,08SYN6288G1Z7,2024-06-04,PLNT-12,3306410.88,12,396769.31,3703180.19
INV/003687,PO-2024-03687,GRN-03687,VEND-0104,05SYN6993G1Z6,2025-05-21,PLNT-05,4908624.2,18,883552.36,5792176.56
INV/003688,PO-2024-03688,,VEND-0020,07SYN7689A1Z6,2025-05-26,PLNT-04,733553.51,5,36677.68,770231.19
INV/003689,PO-2024-03689,GRN-03689,VEND-0110,03SYN2271C1Z4,2024-06-09,PLNT-02,5989364.47,12,718723.74,6708088.21
INV/003690,PO-2024-03690,GRN-03690,VEND-0083,28SYN4741C1Z7,2025-06-07,PLNT-07,10521870.37,5,526093.52,11047963.89
INV/003691,PO-2024-03691,GRN-03691,VEND-0015,26SYN4190A1Z0,2025-05-25,PLNT-15,3617944.06,18,651229.93,4269173.99
INV/003692,PO-2024-03692,GRN-03692,VEND-0040,06SYN3209F1Z1,2025-07-03,PLNT-04,1845999.28,18,332279.87,2178279.15
INV/003693,PO-2024-03693,GRN-03693,VEND-0109,36SYN3071D1Z2,2024-06-29,PLNT-13,4403310.67,18,792595.92,5195906.59
INV/003694,PO-2024-03694,GRN-03694,VEND-0007,31SYN5053F1Z4,2025-03-12,PLNT-04,1617432.8,5,80871.64,1698304.44
INV/003695,PO-2024-03695,GRN-03695,VEND-0065,23SYN4255D1Z8,2024-09-25,PLNT-14,8081026.01,18,1454584.68,9535610.69
INV/003696,PO-2024-03696,GRN-03696,VEND-0114,35SYN6712E1Z2,2024-10-01,PLNT-09,1515704.06,18,272826.73,1788530.79
INV/003697,PO-2024-03697,GRN-03697,VEND-0047,14SYN4930C1Z8,2025-03-13,PLNT-08,2108446.88,5,105422.34,2213869.22
INV/003698,PO-2024-03698,GRN-03698,VEND-0023,33SYN4333E1Z0,2025-02-08,PLNT-13,2591976.22,18,466555.72,3058531.94
INV/003699,PO-2024-03699,GRN-03699,VEND-0058,05SYN7943A1Z6,2024-11-28,PLNT-09,7174751.0,18,1291455.18,8466206.18
INV/003700,PO-2024-03700,GRN-03700,VEND-0011,17SYN3044F1Z0,2024-11-07,PLNT-10,1208750.41,18,217575.07,1426325.48
INV/003701,PO-2024-03701,GRN-03701,VEND-0028,17SYN2446H1Z7,2024-12-17,PLNT-13,2321855.68,5,116092.78,2437948.46
INV/003702,PO-2024-03702,GRN-03702,VEND-0009,29SYN6794F1Z3,2025-04-29,PLNT-01,977241.8,12,117269.02,1094510.82
INV/003703,PO-2024-03703,GRN-03703,VEND-0087,08SYN6288G1Z7,2024-06-23,PLNT-08,2527470.0,5,126373.5,2653843.5
INV/003704,PO-2024-03704,GRN-03704,VEND-0087,08SYN6288G1Z7,2024-06-28,PLNT-03,6466652.84,12,775998.34,7242651.18
INV/003705,PO-2024-03705,GRN-03705,VEND-0120,33SYN1818E1Z6,2025-04-27,PLNT-03,1802027.92,5,90101.4,1892129.32
INV/003706,PO-2024-03706,GRN-03706,VEND-0054,29SYN9963D1Z5,2024-10-24,PLNT-08,62674.92,18,11281.49,73956.41
INV/003707,PO-2024-03707,GRN-03707,VEND-0034,06SYN8493G1Z1,2025-03-14,PLNT-11,5833602.96,18,1050048.53,6883651.49
INV/003708,PO-2024-03708,GRN-03708,VEND-0069,18SYN3392H1Z6,2025-07-13,PLNT-11,1278264.96,12,153391.8,1431656.76
INV/003709,PO-2024-03709,GRN-03709,VEND-0119,35SYN9930F1ZX,2024-07-02,PLNT-10,6154416.1,18,1107794.9,7262211.0
INV/003710,PO-2024-03710,,VEND-0001,05SYN7964D1Z5,2024-03-31,PLNT-15,808112.25,18,145460.2,953572.45
INV/003711,PO-2024-03711,GRN-03711,VEND-0039,19SYN6118B1Z0,2024-07-31,PLNT-10,1396687.02,5,69834.35,1466521.37
INV/003712,PO-2024-03712,GRN-03712,VEND-0025,18SYN2169F1Z6,2024-02-25,PLNT-06,25148.03,12,3017.76,28165.79
INV/003713,PO-2024-03713,GRN-03713,VEND-0087,08SYN6288G1Z7,2024-02-06,PLNT-06,3479581.14,18,626324.61,4105905.75
INV/003714,PO-2024-03714,GRN-03714,VEND-0085,08SYN3968A1Z5,2024-04-14,PLNT-07,1817248.5,18,327104.73,2144353.23
INV/003715,PO-2024-03715,GRN-03715,VEND-0044,24SYN6087B1Z4,2024-09-11,PLNT-02,5283423.77,12,634010.85,5917434.62
INV/003716,PO-2024-03716,GRN-03716,VEND-0099,21SYN5685F1Z7,2024-07-04,PLNT-06,2318441.83,18,417319.53,2735761.36
INV/003717,PO-2024-03717,GRN-03717,VEND-0080,17SYN3777F1Z5,2024-03-12,PLNT-04,6316602.26,18,1136988.41,7453590.67
INV/003718,PO-2024-03718,GRN-03718,VEND-0021,34SYN7702E1Z3,2025-01-25,PLNT-03,3607226.07,12,432867.13,4040093.2
INV/003719,PO-2024-03719,GRN-03719,VEND-0019,19SYN1394E1Z4,2024-07-09,PLNT-08,178190.8,12,21382.9,199573.7
INV/003720,PO-2024-03720,GRN-03720,VEND-0065,23SYN4255D1Z8,2024-05-19,PLNT-13,3694094.13,5,184704.71,3878798.84
INV/003721,PO-2024-03721,GRN-03721,VEND-0018,08SYN4274A1Z4,2024-02-01,PLNT-03,2336097.78,18,420497.6,2756595.38
INV/003722,PO-2024-03722,GRN-03722,VEND-0054,29SYN9963D1Z5,2025-01-12,PLNT-01,1325361.66,12,159043.4,1484405.06
INV/003723,PO-2024-03723,GRN-03723,VEND-0115,23SYN5634C1Z8,2025-02-12,PLNT-06,6699132.32,12,803895.88,7503028.2
INV/003724,PO-2024-03724,GRN-03724,VEND-0027,21SYN7027E1Z8,2025-05-27,PLNT-08,581869.35,12,69824.32,651693.67
INV/003725,PO-2024-03725,GRN-03725,VEND-0018,08SYN4274A1Z4,2025-01-29,PLNT-10,4107456.42,18,739342.16,4846798.58
INV/003726,PO-2024-03726,GRN-03726,VEND-0107,34SYN7917C1Z2,2024-04-20,PLNT-10,2422394.54,12,290687.34,2713081.88
INV/003727,PO-2024-03727,GRN-03727,VEND-0059,26SYN5156B1Z6,2024-10-08,PLNT-10,2742705.38,18,493686.97,3236392.35
INV/003728,PO-2024-03728,GRN-03728,VEND-0089,36SYN6228E1Z4,2024-06-04,PLNT-14,2722334.61,18,490020.23,3212354.84
INV/003729,PO-2024-03729,GRN-03729,VEND-0091,12SYN1205G1Z1,2024-10-13,PLNT-07,1777160.8,5,88858.04,1866018.84
INV/003730,PO-2024-03730,GRN-03730,VEND-0024,18SYN8160F1Z1,2025-04-27,PLNT-13,3364779.47,12,403773.54,3768553.01
INV/003731,PO-2024-03731,GRN-03731,VEND-0075,26SYN2821G1Z6,2024-06-09,PLNT-01,3445881.75,12,413505.81,3859387.56
INV/003732,PO-2024-03732,GRN-03732,VEND-0015,26SYN4190A1Z0,2025-03-25,PLNT-09,1976394.08,18,355750.93,2332145.01
INV/003733,PO-2024-03733,GRN-03733,VEND-0043,04SYN7884H1Z5,2024-08-06,PLNT-09,4393546.24,18,790838.32,5184384.56
INV/003734,PO-2024-03734,GRN-03734,VEND-0058,05SYN7943A1Z6,2025-04-14,PLNT-12,1209651.28,5,60482.56,1270133.84
INV/003735,PO-2024-03735,GRN-03735,VEND-0067,13SYN9656C1Z3,2024-11-21,PLNT-12,7296835.06,12,875620.21,8172455.27
INV/003736,PO-2024-03736,GRN-03736,VEND-0115,23SYN5634C1Z8,2024-03-29,PLNT-13,5550425.47,5,277521.27,5827946.74
INV/003737,PO-2024-03737,GRN-03737,VEND-0115,23SYN5634C1Z8,2025-05-24,PLNT-09,4771906.57,5,238595.33,5010501.9
INV/003738,PO-2024-03738,GRN-03738,VEND-0119,35SYN9930F1Z1,2024-10-15,PLNT-02,5236109.92,12,628333.19,5864443.11
INV/003739,PO-2024-03739,GRN-03739,VEND-0113,35SYN3853E1Z1,2024-11-29,PLNT-02,8199714.59,18,1475948.63,9675663.22
INV/003740,PO-2024-03740,GRN-03740,VEND-0005,27SYN7849F1Z6,2024-04-19,PLNT-02,74785.23,18,13461.34,88246.57
INV/003741,PO-2024-03741,GRN-03741,VEND-0065,23SYN4255D1Z8,2024-06-29,PLNT-09,6042286.16,18,1087611.51,7129897.67
INV/003742,PO-2024-03742,GRN-03742,VEND-0062,26SYN5460E1Z4,2024-12-30,PLNT-05,2165863.86,18,389855.49,2555719.35
INV/003743,PO-2024-03743,GRN-03743,VEND-0074,33SYN2148A1Z4,2024-07-15,PLNT-02,4139341.06,5,206967.05,4346308.11
INV/003744,PO-2024-03744,GRN-03744,VEND-0014,24SYN2486G1Z6,2025-05-13,PLNT-08,1304282.66,5,65214.13,1369496.79
INV/003745,PO-2024-03745,GRN-03745,VEND-0075,26SYN2821G1Z6,2024-03-12,PLNT-13,2982396.6,5,149119.83,3131516.43
INV/003746,PO-2024-03746,GRN-03746,VEND-0107,34SYN7917C1Z2,2024-11-30,PLNT-12,1783890.06,12,214066.81,1997956.87
INV/003747,PO-2024-03747,GRN-03747,VEND-0036,29SYN8022A1Z5,2024-02-10,PLNT-11,1297855.8,18,233614.04,1531469.84
INV/003748,PO-2024-03748,GRN-03748,VEND-0050,10SYN8394D1Z0,2025-04-20,PLNT-01,383483.37,18,69027.01,452510.38
INV/003749,PO-2024-03749,GRN-03749,VEND-0050,10SYN8394D1Z0,2024-08-12,PLNT-11,6173223.82,12,740786.86,6914010.68
INV/003750,PO-2024-03750,GRN-03750,VEND-0044,24SYN6087B1Z4,2024-03-16,PLNT-09,3417589.94,18,615166.19,4032756.13
INV/003751,PO-2024-03751,GRN-03751,VEND-0016,35SYN5010G1Z8,2024-10-15,PLNT-05,920675.39,12,110481.05,1031156.44
INV/003752,PO-2024-03752,GRN-03752,VEND-0050,10SYN8394D1Z0,2024-03-25,PLNT-13,441076.08,12,52929.13,494005.21
INV/003753,PO-2024-03753,GRN-03753,VEND-0049,36SYN8679G1Z0,2024-03-23,PLNT-07,3409287.09,5,170464.35,3579751.44
INV/003754,PO-2024-03754,GRN-03754,VEND-0032,15SYN9081B1Z2,2025-02-14,PLNT-14,2850933.53,5,142546.68,2993480.21
INV/003755,PO-2024-03755,GRN-03755,VEND-0021,34SYN7702E1Z3,2024-11-24,PLNT-13,3681960.76,5,184098.04,3866058.8
INV/003756,PO-2024-03756,GRN-03756,VEND-0055,16SYN4657B1Z3,2024-04-11,PLNT-03,5977465.69,12,717295.88,6694761.57
INV/003757,PO-2024-03757,GRN-03757,VEND-0006,29SYN5618E1Z1,2024-12-08,PLNT-03,259729.0,12,31167.48,290896.48
INV/003758,PO-2024-03758,GRN-03758,VEND-0093,18SYN8043D1Z0,2025-06-06,PLNT-07,4415625.04,18,794812.51,5210437.55
INV/003759,PO-2024-03759,GRN-03759,VEND-0093,18SYN8043D1Z0,2024-01-24,PLNT-12,3672446.36,5,183622.32,3856068.68
INV/003760,PO-2024-03760,GRN-03760,VEND-0105,06SYN3530G1Z2,2024-12-10,PLNT-07,3750947.34,12,450113.68,4201061.02
INV/003760-D,PO-2024-03760,GRN-03760,VEND-0105,06SYN3530G1Z2,2024-12-10,PLNT-07,3750947.34,12,450113.68,4201061.02
INV/003761,PO-2024-03761,GRN-03761,VEND-0089,36SYN6228E1Z4,2025-07-04,PLNT-09,1266188.97,18,227914.01,1494102.98
INV/003762,PO-2024-03762,GRN-03762,VEND-0090,14SYN6511D1Z5,2025-01-14,PLNT-13,2279658.3,5,113982.91,2393641.21
INV/003763,PO-2024-03763,GRN-03763,VEND-0080,17SYN3777F1Z5,2024-06-28,PLNT-11,1048332.96,5,52416.65,1100749.61
INV/003764,PO-2024-03764,GRN-03764,VEND-0034,06SYN8493G1Z1,2024-12-22,PLNT-12,4538161.96,18,816869.15,5355031.11
INV/003765,PO-2024-03765,GRN-03765,VEND-0056,30SYN3890E1Z1,2024-08-29,PLNT-14,4159545.84,12,499145.5,4658691.34
INV/003766,PO-2024-03766,GRN-03766,VEND-0102,33SYN5884H1Z1,2024-09-23,PLNT-05,7878426.19,12,945411.14,8823837.33
INV/003767,PO-2024-03767,GRN-03767,VEND-0068,33SYN5455H1Z6,2025-02-01,PLNT-15,7909115.02,18,1423640.7,9332755.72
INV/003768,PO-2024-03768,GRN-03768,VEND-0103,12SYN5985A1Z2,2025-01-31,PLNT-06,2011883.16,12,241425.98,2253309.14
INV/003769,PO-2024-03769,GRN-03769,VEND-0093,18SYN8043D1Z0,2024-04-20,PLNT-11,1482609.7,18,266869.75,1749479.45
INV/003770,PO-2024-03770,GRN-03770,VEND-0104,05SYN6993G1Z6,2025-07-01,PLNT-01,1254530.16,12,150543.62,1405073.78
INV/003771,PO-2024-03771,GRN-03771,VEND-0112,31SYN5139H1Z7,2024-09-18,PLNT-01,2173966.46,12,260875.98,2434842.44
INV/003772,PO-2024-03772,GRN-03772,VEND-0082,24SYN6658A1Z0,2024-12-30,PLNT-12,1976624.08,12,237194.89,2213818.97
INV/003773,PO-2024-03773,GRN-03773,VEND-0040,06SYN3209F1Z1,2025-06-04,PLNT-02,9009276.51,12,1081113.18,10090389.69
INV/003774,PO-2024-03774,GRN-03774,VEND-0093,18SYN8043D1Z0,2024-10-18,PLNT-14,4128473.72,12,495416.85,4623890.57
INV/003775,PO-2024-03775,GRN-03775,VEND-0073,04SYN1867D1Z4,2024-07-12,PLNT-08,2462575.47,5,123128.77,2585704.24
INV/003776,PO-2024-03776,GRN-03776,VEND-0120,33SYN1818E1Z6,2025-04-13,PLNT-13,7802611.57,12,936313.39,8738924.96
INV/003777,PO-2024-03777,GRN-03777,VEND-0068,33SYN5455H1Z6,2024-08-13,PLNT-01,3594978.08,5,179748.9,3774726.98
INV/003778,PO-2024-03778,GRN-03778,VEND-0058,05SYN7943A1Z6,2024-06-27,PLNT-08,272895.65,12,32747.48,305643.13
INV/003779,PO-2024-03779,GRN-03779,VEND-0045,05SYN6032E1Z7,2024-10-09,PLNT-02,6097649.01,12,731717.88,6829366.89
INV/003780,PO-2024-03780,GRN-03780,VEND-0039,19SYN6118B1Z0,2024-12-08,PLNT-15,332009.15,18,59761.65,391770.8
INV/003781,PO-2024-03781,GRN-03781,VEND-0028,17SYN2446H1Z7,2025-04-16,PLNT-15,3619737.17,18,651552.69,4271289.86
INV/003782,PO-2024-03782,GRN-03782,VEND-0055,16SYN4657B1Z3,2024-04-30,PLNT-02,6725157.76,12,807018.93,7532176.69
INV/003783,PO-2024-03783,GRN-03783,VEND-0111,21SYN4337E1Z2,2024-01-14,PLNT-06,2183260.14,5,109163.01,2292423.15
INV/003784,PO-2024-03784,GRN-03784,VEND-0087,08SYN6288G1Z7,2025-06-20,PLNT-10,4184113.68,18,753140.46,4937254.14
INV/003785,PO-2024-03785,GRN-03785,VEND-0026,18SYN3971A1Z2,2025-04-24,PLNT-10,523183.26,12,62781.99,585965.25
INV/003786,PO-2024-03786,GRN-03786,VEND-0031,17SYN8242C1Z7,2025-03-16,PLNT-07,1814870.22,5,90743.51,1905613.73
INV/003787,PO-2024-03787,GRN-03787,VEND-0114,35SYN6712E1Z2,2024-08-30,PLNT-09,2603964.47,12,312475.74,2916440.21
INV/003788,PO-2024-03788,GRN-03788,VEND-0064,12SYN7152C1Z5,2024-04-20,PLNT-07,1940287.62,12,232834.51,2173122.13
INV/003789,PO-2024-03789,GRN-03789,VEND-0064,12SYN7152C1Z5,2024-04-13,PLNT-02,3835300.43,12,460236.05,4295536.48
INV/003790,PO-2024-03790,,VEND-0083,28SYN4741C1Z7,2024-07-11,PLNT-15,5407235.42,5,270361.77,5677597.19
INV/003791,PO-2024-03791,GRN-03791,VEND-0068,33SYN5455H1Z6,2024-05-11,PLNT-13,12693.85,5,634.69,13328.54
INV/003792,PO-2024-03792,GRN-03792,VEND-0083,28SYN4741C1Z7,2024-07-27,PLNT-09,3745919.66,12,449510.36,4195430.02
INV/003793,PO-2024-03793,GRN-03793,VEND-0018,08SYN4274A1Z4,2024-03-05,PLNT-04,6487184.16,18,1167693.15,7654877.31
INV/003794,PO-2024-03794,GRN-03794,VEND-0003,05SYN7275D1Z1,2025-01-12,PLNT-10,3898686.15,5,194934.31,4093620.46
INV/003795,PO-2024-03795,GRN-03795,VEND-0107,34SYN7917C1Z2,2024-02-04,PLNT-02,2960525.79,12,355263.09,3315788.88
INV/003796,PO-2024-03796,GRN-03796,VEND-0101,14SYN8435H1Z0,2025-01-05,PLNT-08,2462055.45,18,443169.98,2905225.43
INV/003797,PO-2024-03797,GRN-03797,VEND-0090,14SYN6511D1Z5,2024-06-30,PLNT-05,43002.5,5,2150.12,45152.62
INV/003798,PO-2024-03798,GRN-03798,VEND-0107,34SYN7917C1Z2,2024-08-07,PLNT-14,5607295.7,5,280364.78,5887660.48
INV/003798-D,PO-2024-03798,GRN-03798,VEND-0107,34SYN7917C1Z2,2024-08-07,PLNT-14,5607295.7,5,280364.78,5887660.48
INV/003799,PO-2024-03799,GRN-03799,VEND-0015,26SYN4190A1Z0,2024-03-31,PLNT-11,5465334.4,18,983760.19,6449094.59
INV/003800,PO-2024-03800,GRN-03800,VEND-0064,12SYN7152C1Z5,2024-07-12,PLNT-09,9214687.19,18,1658643.69,10873330.88
INV/003801,PO-2024-03801,GRN-03801,VEND-0053,06SYN6012A1Z4,2024-06-25,PLNT-01,5623662.27,18,1012259.21,6635921.48
INV/003802,PO-2024-03802,GRN-03802,VEND-0083,28SYN4741C1Z7,2024-08-15,PLNT-13,2680053.12,18,482409.56,3162462.68
INV/003803,PO-2024-03803,GRN-03803,VEND-0094,04SYN3482H1Z4,2025-04-25,PLNT-11,3244472.05,12,389336.65,3633808.7
INV/003804,PO-2024-03804,GRN-03804,VEND-0094,04SYN3482H1Z4,2024-06-30,PLNT-09,667742.6,5,33387.13,701129.73
INV/003805,PO-2024-03805,GRN-03805,VEND-0031,17SYN8242C1Z7,2024-07-29,PLNT-13,2306309.04,12,276757.08,2583066.12
INV/003806,PO-2024-03806,GRN-03806,VEND-0003,05SYN7275D1Z1,2024-08-12,PLNT-01,5650718.49,12,678086.22,6328804.71
INV/003807,PO-2024-03807,GRN-03807,VEND-0068,33SYN5455H1Z6,2024-12-05,PLNT-01,3255086.69,5,162754.33,3417841.02
INV/003808,PO-2024-03808,GRN-03808,VEND-0006,29SYN5618E1Z1,2025-03-03,PLNT-08,2070849.46,12,248501.94,2319351.4
INV/003809,PO-2024-03809,GRN-03809,VEND-0038,29SYN6000D1Z4,2025-02-16,PLNT-07,4839720.05,18,871149.61,5710869.66
INV/003810,PO-2024-03810,GRN-03810,VEND-0112,31SYN5139H1Z7,2025-03-02,PLNT-09,2928390.61,18,527110.31,3455500.92
INV/003811,PO-2024-03811,GRN-03811,VEND-0070,35SYN3371H1Z7,2024-04-01,PLNT-12,2575151.33,5,128757.57,2703908.9
INV/003812,PO-2024-03812,GRN-03812,VEND-0103,12SYN5985A1Z2,2024-09-20,PLNT-04,15034.85,12,1804.18,16839.03
INV/003813,PO-2024-03813,GRN-03813,VEND-0029,24SYN7301G1Z0,2024-04-24,PLNT-06,1756843.44,12,210821.21,1967664.65
INV/003814,PO-2024-03814,GRN-03814,VEND-0089,36SYN6228E1Z4,2025-04-06,PLNT-02,1835378.55,18,330368.14,2165746.69
INV/003815,PO-2024-03815,GRN-03815,VEND-0120,33SYN1818E1Z6,2025-06-27,PLNT-15,170242.79,5,8512.14,178754.93
INV/003816,PO-2024-03816,GRN-03816,VEND-0115,23SYN5634C1Z8,2024-07-16,PLNT-02,545193.6,12,65423.23,610616.83
INV/003817,PO-2024-03817,GRN-03817,VEND-0004,05SYN5737A1Z8,2024-01-28,PLNT-02,6096103.03,18,1097298.55,7193401.58
INV/003818,PO-2024-03818,GRN-03818,VEND-0001,05SYN7964D1Z5,2024-10-01,PLNT-09,2013808.92,18,362485.61,2376294.53
INV/003819,PO-2024-03819,GRN-03819,VEND-0119,35SYN9930F1Z1,2025-01-12,PLNT-15,2716906.0,5,135845.3,2852751.3
INV/003820,PO-2024-03820,GRN-03820,VEND-0023,33SYN4333E1Z0,2025-03-12,PLNT-03,3464080.75,12,415689.69,3879770.44
INV/003821,PO-2024-03821,GRN-03821,VEND-0109,36SYN3071D1Z2,2024-02-15,PLNT-13,2676672.39,18,481801.03,3158473.42
INV/003822,PO-2024-03822,GRN-03822,VEND-0081,06SYN6256H1Z0,2025-06-24,PLNT-08,2847533.61,18,512556.05,3360089.66
INV/003823,PO-2024-03823,GRN-03823,VEND-0059,26SYN5156B1Z6,2025-04-18,PLNT-12,5794837.89,18,1043070.82,6837908.71
INV/003823-D,PO-2024-03823,GRN-03823,VEND-0059,26SYN5156B1Z6,2025-04-18,PLNT-12,5794837.89,18,1043070.82,6837908.71
INV/003824,PO-2024-03824,,VEND-0098,11SYN9583H1Z2,2025-03-04,PLNT-14,1007372.55,18,181327.06,1188699.61
INV/003825,PO-2024-03825,GRN-03825,VEND-0051,31SYN3532C1Z8,2024-10-14,PLNT-13,2518601.9,12,302232.23,2820834.13
INV/003826,PO-2024-03826,GRN-03826,VEND-0044,24SYN6087B1Z4,2024-08-13,PLNT-09,4946077.12,18,890293.88,5836371.0
INV/003827,PO-2024-03827,GRN-03827,VEND-0066,05SYN4082B1Z1,2025-04-18,PLNT-01,3590521.37,12,430862.56,4021383.93
INV/003828,PO-2024-03828,GRN-03828,VEND-0089,36SYN6228E1Z4,2025-05-28,PLNT-09,3263145.68,5,163157.28,3426302.96
INV/003829,PO-2024-03829,GRN-03829,VEND-0032,15SYN9081B1Z2,2024-11-12,PLNT-07,517575.26,12,62109.03,579684.29
INV/003830,PO-2024-03830,GRN-03830,VEND-0009,29SYN6794F1Z3,2024-05-26,PLNT-08,6223130.66,12,746775.68,6969906.34
INV/003831,PO-2024-03831,GRN-03831,VEND-0014,24SYN2486G1Z6,2024-03-31,PLNT-01,1180021.48,12,141602.58,1321624.06
INV/003831-D,PO-2024-03831,GRN-03831,VEND-0014,24SYN2486G1Z6,2024-03-31,PLNT-01,1180021.48,12,141602.58,1321624.06
INV/003832,PO-2024-03832,GRN-03832,VEND-0083,28SYN4741C1Z7,2025-04-23,PLNT-15,621669.84,12,74600.38,696270.22
INV/003833,PO-2024-03833,GRN-03833,VEND-0013,32SYN8447C1Z2,2024-11-15,PLNT-14,819518.67,5,40975.93,860494.6
INV/003834,PO-2024-03834,GRN-03834,VEND-0011,17SYN3044F1Z0,2025-03-23,PLNT-13,1194810.17,5,59740.51,1254550.68
INV/003835,PO-2024-03835,GRN-03835,VEND-0072,17SYN7631F1ZX,2025-03-18,PLNT-08,4858532.54,18,874535.86,5733068.4
INV/003836,PO-2024-03836,GRN-03836,VEND-0057,13SYN1204F1Z0,2024-09-04,PLNT-13,2865949.15,18,515870.85,3381820.0
INV/003837,PO-2024-03837,GRN-03837,VEND-0043,04SYN7884H1Z5,2024-05-29,PLNT-07,2027971.13,5,101398.56,2129369.69
INV/003838,PO-2024-03838,GRN-03838,VEND-0069,18SYN3392H1Z6,2024-08-20,PLNT-02,3829490.3,18,689308.25,4518798.55
INV/003839,PO-2024-03839,GRN-03839,VEND-0113,35SYN3853E1Z1,2024-07-12,PLNT-13,3672387.53,12,440686.5,4113074.03
INV/003840,PO-2024-03840,GRN-03840,VEND-0041,17SYN7014B1Z5,2024-02-23,PLNT-10,801889.56,12,96226.75,898116.31
INV/003841,PO-2024-03841,GRN-03841,VEND-0036,29SYN8022A1Z5,2025-01-27,PLNT-07,5389713.89,5,269485.69,5659199.58
INV/003842,PO-2024-03842,GRN-03842,VEND-0113,35SYN3853E1Z1,2024-04-10,PLNT-10,2573787.73,5,128689.39,2702477.12
INV/003843,PO-2024-03843,GRN-03843,VEND-0008,14SYN2642D1Z8,2024-03-19,PLNT-11,3035340.09,12,364240.81,3399580.9
INV/003843-D,PO-2024-03843,GRN-03843,VEND-0008,14SYN2642D1Z8,2024-03-19,PLNT-11,3035340.09,12,364240.81,3399580.9
INV/003844,PO-2024-03844,GRN-03844,VEND-0085,08SYN3968A1Z5,2025-01-13,PLNT-01,3376628.86,18,607793.19,3984422.05
INV/003845,PO-2024-03845,GRN-03845,VEND-0042,18SYN8694E1Z5,2024-08-15,PLNT-08,1565761.22,5,78288.06,1644049.28
INV/003846,PO-2024-03846,GRN-03846,VEND-0091,12SYN1205G1Z1,2025-03-26,PLNT-01,7508042.1,5,375402.1,7883444.2
INV/003847,PO-2024-03847,GRN-03847,VEND-0100,17SYN3560A1Z0,2025-02-20,PLNT-11,172702.36,5,8635.12,181337.48
INV/003848,PO-2024-03848,GRN-03848,VEND-0004,05SYN5737A1Z8,2024-09-09,PLNT-13,6798340.03,18,1223701.21,8022041.24
INV/003849,PO-2024-03849,GRN-03849,VEND-0088,07SYN3699H1Z8,2024-08-08,PLNT-04,1433574.67,5,71678.73,1505253.4
INV/003850,PO-2024-03850,GRN-03850,VEND-0037,18SYN7345C1Z2,2025-01-17,PLNT-04,4651304.63,18,837234.83,5488539.46
